Customer_ID,Age,Gender,Marital_Status,Occupation,Region,Account_Type,Annual_Income,Account_Tenure,Engagement_Score,Credit_Limit,Products_Held,Total_Investment_Value,Avg_Monthly_Balance,Online_Banking_Score,Complaints_Filed,Overdue_Count,Feedback_Score,Dormancy_Period,Churn
45290,29,Female,Single,Salaried,South,Premium,46846,20,51.24,66892,6,223900,54507,38.84,4,4,6.71,1,No
45291,26,Female,Married,Salaried,South,Savings,42279,9,94.46,50384,2,136066,33994,72.07,0,3,10.0,0,No
45292,30,Male,Single,Student,West,Current,26893,11,35.07,66987,3,149426,34108,39.76,3,2,8.45,12,No
45293,33,Female,Married,Self-Employed,West,Premium,34725,24,52.86,47724,5,243147,57943,42.62,2,2,8.08,0,No
45294,26,Male,Single,Student,South,Premium,59348,15,30.98,80472,2,187243,44381,50.57,3,3,6.82,14,Yes
45295,45,Female,Single,Unemployed,South,Savings,71620,19,77.98,39123,6,184050,53981,79.06,2,2,10.0,3,No
45296,24,Male,Other,Retired,West,Savings,39721,22,58.04,61288,5,255440,57629,57.36,2,2,8.05,4,No
45297,25,Female,Single,Business,East,Savings,29096,29,54.51,65248,5,310347,68584,57.31,2,2,6.99,3,No
45298,53,Female,Single,Student,North,Savings,48345,9,57.85,78094,2,142277,28569,48.89,2,3,6.2,5,No
45299,39,Male,Single,Student,East,Savings,95585,22,35.4,85265,4,266653,58194,37.7,3,2,7.55,15,No
45300,38,Female,Married,Unemployed,North,Premium,34081,16,43.36,80162,4,167884,41777,41.39,2,2,9.1,1,No
45301,42,Female,Single,Retired,North,Savings,60338,17,95.66,107584,4,209419,48285,92.41,1,3,10.0,2,No
45302,37,Female,Single,Unemployed,Central,Premium,40285,7,76.58,18868,2,107108,29752,65.79,2,3,7.8,3,No
45303,33,Male,Single,Unemployed,Central,Savings,117842,3,73.46,97184,1,48615,26181,84.79,1,2,10.0,0,No
45304,20,Male,Married,Business,Central,Current,44180,7,84.99,77500,3,82893,29162,86.02,0,2,10.0,2,No
45305,27,Female,Single,Salaried,West,Savings,89072,23,65.09,87660,4,260150,61564,62.65,2,3,7.65,3,No
45306,32,Female,Married,Unemployed,South,Current,110088,22,65.47,52188,3,269049,63133,62.2,1,3,10.0,5,No
45307,31,Male,Single,Self-Employed,South,Savings,150977,1,37.77,104452,1,49671,15869,28.63,3,2,10.0,21,Yes
45308,36,Male,Married,Unemployed,South,Current,26582,21,42.07,12582,5,233902,52532,33.2,2,2,10.0,2,No
45309,24,Male,Single,Retired,North,Current,25877,0,85.88,58511,1,-8157,17677,90.73,1,2,8.95,4,No
45310,25,Female,Married,Salaried,South,Current,120467,13,39.3,80442,4,147902,38717,49.08,3,2,4.73,20,No
45311,24,Female,Other,Self-Employed,North,Savings,109194,20,46.1,51469,5,252949,57314,58.15,2,2,8.19,1,No
45312,39,Female,Married,Unemployed,South,Savings,41350,3,39.81,36419,1,22576,19077,31.25,5,2,8.51,19,Yes
45313,44,Female,Single,Business,South,Premium,8585,25,64.86,82346,5,266904,61774,44.49,2,2,10.0,4,No
45314,18,Male,Single,Retired,East,Savings,62851,17,62.52,33538,4,207746,48885,71.27,1,2,9.89,1,No
45315,27,Male,Married,Self-Employed,North,Savings,24088,13,60.99,70286,3,143608,35630,68.14,2,2,4.63,2,No
45316,44,Female,Married,Student,West,Current,36438,4,15.24,57803,1,53383,12427,0.0,4,2,6.35,12,Yes
45317,18,Female,Other,Business,Central,Savings,66750,0,62.54,70252,1,24424,13577,47.59,1,2,9.24,5,No
45318,39,Female,Married,Student,East,Current,72358,29,72.52,123327,6,320275,77128,76.05,1,2,9.27,1,No
45319,31,Female,Married,Salaried,North,Premium,154629,2,73.41,135021,1,60838,23966,75.35,1,3,9.25,3,No
45320,18,Male,Married,Business,North,Savings,47875,26,46.16,65399,6,274696,63333,60.35,2,2,2.16,0,Yes
45321,18,Female,Other,Unemployed,West,Savings,33330,26,87.83,87514,9,280219,69019,76.98,0,2,10.0,5,No
45322,32,Male,Other,Business,South,Savings,103815,15,69.03,92955,4,153439,45099,61.2,1,2,7.76,0,No
45323,24,Male,Married,Student,North,Current,75074,22,59.75,95982,6,246572,58632,55.66,3,2,5.57,1,No
45324,43,Male,Married,Unemployed,East,Savings,48152,3,84.47,63806,2,29297,22187,81.48,0,3,10.0,2,No
45325,18,Male,Single,Retired,West,Current,61026,22,55.91,46852,5,195351,56718,48.91,2,2,7.51,5,No
45326,58,Male,Single,Self-Employed,East,Savings,47723,13,82.59,60578,3,162199,37690,86.12,1,3,8.94,1,No
45327,45,Other,Single,Unemployed,Central,Premium,90691,15,61.32,77898,5,170975,45096,76.47,1,2,9.62,5,No
45328,40,Male,Married,Retired,East,Current,164845,26,36.41,124665,6,304087,66810,45.98,5,2,8.45,18,No
45329,34,Female,Married,Student,North,Savings,38743,6,62.87,67094,2,103078,21379,60.15,1,2,8.71,4,No
45330,34,Male,Single,Business,North,Premium,77075,21,90.03,58447,6,234784,57768,69.21,0,3,10.0,4,No
45331,23,Female,Other,Self-Employed,North,Savings,23912,10,51.38,41028,3,133651,31355,57.8,3,3,7.02,4,Yes
45332,55,Female,Single,Salaried,North,Savings,31459,28,63.93,74307,6,293149,69970,55.76,2,3,8.4,1,No
45333,50,Male,Single,Unemployed,South,Current,83912,2,62.81,80025,1,40141,17723,85.23,1,4,10.0,0,No
45334,23,Female,Single,Student,South,Savings,57397,14,45.52,32645,5,174438,40221,59.58,2,2,7.9,1,No
45335,28,Female,Married,Unemployed,North,Savings,30776,25,46.47,66702,7,260302,61342,38.11,4,2,9.77,4,Yes
45336,51,Male,Single,Retired,North,Current,60189,7,64.29,47724,3,69146,32407,62.39,1,2,9.03,3,No
45337,35,Male,Single,Student,East,Current,101452,28,69.02,65282,6,321987,73077,55.27,2,3,10.0,0,No
45338,18,Female,Single,Unemployed,Central,Current,25130,25,49.54,65288,8,266445,58000,54.87,2,2,8.12,2,No
45339,38,Female,Married,Self-Employed,South,Savings,170744,19,99.18,110390,6,234431,63286,100.0,2,4,10.0,3,No
45340,36,Male,Married,Retired,Central,Savings,84441,12,71.05,93969,1,162367,38006,54.9,1,2,10.0,0,No
45341,18,Male,Other,Self-Employed,Central,Savings,85457,17,44.7,39335,5,198754,44610,33.46,2,2,6.61,3,No
45342,70,Female,Single,Business,West,Savings,59825,1,84.84,75434,1,41234,18454,100.0,1,2,8.05,5,No
45343,32,Female,Single,Unemployed,South,Savings,170804,0,81.18,91860,2,66201,21038,76.67,2,4,10.0,5,No
45344,38,Male,Married,Salaried,East,Savings,106659,16,100.0,99987,5,207851,53278,97.44,0,2,10.0,2,No
45345,32,Male,Other,Self-Employed,West,Savings,48023,16,64.5,61130,4,195315,46234,63.32,1,3,8.99,5,No
45346,44,Female,Married,Retired,North,Savings,94318,8,61.8,50894,1,117954,33969,54.33,1,2,8.36,0,No
45347,28,Female,Single,Unemployed,Central,Savings,38565,18,76.17,36202,5,214751,50353,74.49,2,2,10.0,1,Yes
45348,60,Male,Married,Student,East,Savings,50607,6,70.31,70414,2,75041,23130,52.49,1,3,10.0,5,No
45349,32,Female,Other,Salaried,North,Savings,144347,11,58.93,125712,5,141945,37047,54.5,2,2,9.4,4,No
45350,39,Female,Married,Student,Central,Savings,75550,10,57.06,84392,3,118144,34413,51.28,2,2,10.0,0,Yes
45351,40,Female,Single,Retired,North,Current,89046,27,58.88,47820,7,282261,70865,62.54,2,4,10.0,4,No
45352,22,Female,Married,Business,Central,Current,120785,20,68.89,102559,6,211899,54178,65.21,1,2,10.0,3,No
45353,26,Male,Single,Unemployed,Central,Savings,83194,11,61.2,68869,4,149491,37660,42.98,4,2,10.0,3,No
45354,52,Female,Married,Retired,West,Current,36801,26,25.42,57611,4,276825,63745,29.74,4,2,6.49,23,Yes
45355,31,Female,Single,Student,West,Premium,162229,22,71.45,109098,7,238368,66114,62.36,1,2,10.0,2,No
45356,18,Male,Single,Salaried,East,Savings,81608,14,90.18,62448,4,176407,47091,100.0,0,2,10.0,3,No
45357,31,Male,Single,Student,Central,Premium,85142,6,50.5,40665,1,106013,27743,55.39,4,3,8.87,0,Yes
45358,37,Male,Married,Salaried,West,Savings,61915,28,65.81,49792,6,311274,68107,47.83,1,3,7.77,2,No
45359,38,Female,Single,Student,Central,Savings,116594,21,58.96,84203,6,239303,57148,48.0,2,5,10.0,3,Yes
45360,18,Female,Single,Student,West,Premium,188900,12,73.5,119193,5,177791,44009,78.7,1,2,8.68,1,No
45361,49,Male,Other,Business,East,Current,47800,13,82.37,70632,3,165895,40313,76.81,0,2,8.97,0,No
45362,33,Female,Single,Unemployed,North,Savings,113464,20,86.27,139991,3,208588,56042,98.01,0,2,10.0,0,No
45363,27,Male,Married,Student,West,Savings,61121,24,54.37,46880,4,264853,62556,59.34,2,2,9.34,3,No
45364,32,Female,Married,Self-Employed,West,Savings,18054,22,72.14,88356,5,247480,56113,60.3,1,2,7.7,0,No
45365,29,Other,Married,Self-Employed,West,Current,25785,10,100.0,81131,2,95815,33503,100.0,0,2,10.0,1,No
45366,29,Male,Married,Student,Central,Savings,77232,16,55.24,61605,6,192207,43994,47.81,3,2,10.0,3,No
45367,51,Male,Other,Unemployed,East,Savings,109777,14,64.23,114560,4,167799,46891,54.04,1,2,10.0,2,No
45368,51,Male,Single,Retired,East,Current,86287,29,60.6,100642,7,320247,72301,45.46,1,2,6.07,4,No
45369,34,Male,Other,Business,Central,Current,94983,7,85.16,97637,2,133505,32343,89.31,2,3,10.0,1,No
45370,35,Male,Single,Retired,North,Premium,283158,1,53.2,107853,3,67590,23755,46.56,3,2,10.0,3,No
45371,32,Male,Other,Business,South,Savings,82209,14,100.0,68750,5,208951,46155,94.74,1,2,6.45,2,No
45372,49,Male,Married,Unemployed,South,Savings,51074,14,80.61,87668,4,168200,46107,100.0,1,2,10.0,0,No
45373,20,Male,Married,Self-Employed,East,Current,55493,12,64.31,80224,2,174334,36732,70.34,1,2,10.0,2,No
45374,43,Male,Married,Retired,West,Savings,159691,28,98.36,70347,8,339851,76804,100.0,0,2,10.0,5,No
45375,18,Female,Single,Retired,North,Savings,27958,4,37.4,32516,3,72300,14250,33.44,3,2,8.58,23,Yes
45376,18,Male,Single,Salaried,West,Savings,125841,14,41.86,81114,4,186531,43727,23.3,3,2,9.4,4,No
45377,22,Female,Single,Salaried,West,Savings,60457,2,60.25,71794,2,62662,19604,58.27,1,3,8.11,4,No
45378,30,Female,Other,Salaried,South,Current,36353,20,63.83,40720,5,225927,52407,56.75,1,2,9.8,1,No
45379,39,Male,Married,Unemployed,Central,Premium,25082,26,61.57,52816,5,299971,63832,70.91,2,2,9.1,4,Yes
45380,37,Male,Other,Unemployed,North,Savings,145561,15,80.27,65418,4,177330,52438,87.84,0,4,10.0,1,No
45381,69,Male,Single,Self-Employed,South,Savings,35795,25,48.89,48742,6,292941,61937,49.46,2,2,9.8,5,No
45382,19,Male,Single,Self-Employed,North,Savings,62156,9,77.75,76765,3,115795,32610,71.97,1,2,9.2,3,No
45383,39,Male,Married,Unemployed,North,Current,33361,23,68.0,59336,5,261776,61399,65.78,2,3,10.0,3,No
45384,52,Male,Single,Unemployed,South,Current,194758,9,82.87,115325,3,129037,40681,92.6,1,3,10.0,4,No
45385,32,Male,Single,Retired,South,Current,63506,15,75.44,84242,3,195808,45441,77.42,1,3,9.08,1,No
45386,43,Female,Other,Retired,West,Current,26693,16,47.46,72760,4,181466,45735,49.59,2,2,10.0,2,No
45387,27,Male,Single,Retired,East,Savings,46291,7,88.91,96240,2,98624,32494,99.39,0,2,10.0,3,No
45388,18,Female,Married,Unemployed,North,Current,138120,28,66.39,128951,6,337685,76963,89.73,1,2,10.0,3,No
45389,46,Male,Single,Salaried,East,Premium,33319,17,51.37,42318,4,170989,48159,48.12,3,2,10.0,3,Yes
45390,34,Male,Married,Business,East,Savings,48201,3,91.31,54381,2,72219,22470,83.12,0,2,10.0,4,No
45391,46,Female,Single,Retired,Central,Savings,122062,21,32.82,96625,7,237339,53287,41.34,3,3,7.14,8,Yes
45392,31,Female,Single,Business,West,Savings,73524,23,31.12,86339,6,284135,52694,19.88,3,3,5.9,9,No
45393,31,Male,Married,Unemployed,East,Savings,28805,21,67.68,104946,6,230015,56402,61.55,1,2,10.0,1,No
45394,27,Male,Single,Salaried,East,Savings,68460,2,56.99,31025,1,34630,18386,48.17,2,3,9.66,1,No
45395,49,Female,Married,Salaried,West,Savings,54630,29,96.01,81640,6,322885,75918,100.0,1,3,7.87,3,No
45396,52,Female,Single,Self-Employed,North,Savings,61787,19,72.29,48399,7,202222,55803,65.52,3,4,9.24,4,No
45397,49,Male,Single,Retired,Central,Savings,105655,1,57.45,52744,2,53748,16670,51.09,5,2,8.36,0,No
45398,35,Male,Married,Business,West,Savings,69171,24,62.19,88359,5,249909,63221,47.23,1,2,10.0,5,No
45399,56,Female,Single,Business,Central,Current,56632,24,90.9,76271,5,265617,65172,84.56,0,2,10.0,2,No
45400,23,Male,Married,Business,West,Savings,54987,27,69.06,58068,8,289912,66509,72.16,2,2,7.67,0,No
45401,18,Female,Married,Salaried,South,Current,114242,22,73.53,97943,7,239755,62032,64.75,2,2,8.75,0,No
45402,43,Male,Married,Business,North,Savings,38862,25,74.59,74222,7,272256,64158,72.79,2,4,10.0,2,No
45403,41,Female,Single,Business,West,Savings,16305,4,98.24,64071,2,77815,19247,98.62,0,3,10.0,2,No
45404,18,Female,Married,Retired,North,Savings,52303,10,73.41,68664,3,153537,35798,77.52,1,3,10.0,4,No
45405,27,Female,Single,Retired,Central,Savings,75128,14,61.02,59717,4,169795,38147,42.35,1,2,9.81,5,No
45406,35,Female,Single,Business,Central,Premium,46638,18,60.07,90260,5,179244,46029,75.47,1,3,10.0,3,No
45407,41,Female,Other,Self-Employed,Central,Current,43686,16,63.54,70488,5,205832,45233,67.07,3,2,8.04,1,No
45408,39,Male,Married,Business,East,Current,48119,21,72.98,52333,7,224993,53759,80.64,1,3,6.78,5,No
45409,41,Female,Married,Salaried,West,Savings,58998,19,50.33,62031,4,197652,52156,44.81,4,2,5.95,4,Yes
45410,29,Male,Single,Unemployed,West,Current,27474,17,61.6,74939,3,182485,47168,51.21,1,2,8.91,1,No
45411,39,Female,Single,Unemployed,East,Savings,89039,25,100.0,61804,6,271541,68874,100.0,2,3,8.63,0,No
45412,48,Male,Single,Unemployed,Central,Savings,12119,14,52.04,62870,4,165592,40315,46.56,3,2,9.3,3,Yes
45413,39,Female,Married,Retired,West,Current,82785,28,50.39,77912,7,297795,68255,42.9,2,2,10.0,1,Yes
45414,21,Female,Single,Salaried,West,Savings,72256,28,92.57,47966,7,292150,75005,100.0,2,2,10.0,3,No
45415,40,Female,Married,Self-Employed,West,Savings,80677,29,63.98,47304,7,324469,73258,71.8,1,2,10.0,3,No
45416,37,Female,Married,Salaried,West,Savings,18825,6,76.96,79592,1,87456,27868,74.93,2,2,6.65,3,No
45417,31,Female,Single,Retired,North,Premium,71374,17,100.0,80987,3,202099,53833,100.0,0,2,10.0,5,No
45418,18,Female,Married,Salaried,West,Premium,43239,17,61.45,76629,3,177450,47181,59.9,2,2,10.0,5,No
45419,47,Female,Single,Business,West,Savings,156578,10,72.1,124456,5,100570,38501,72.3,2,3,10.0,1,Yes
45420,34,Female,Single,Unemployed,South,Premium,74386,23,49.04,67310,5,260425,59815,33.54,2,2,8.03,1,No
45421,29,Female,Single,Retired,East,Current,29553,7,59.85,104119,2,101143,28798,60.48,4,3,7.92,3,Yes
45422,39,Male,Single,Unemployed,West,Premium,21713,29,63.51,58744,7,327436,72745,75.14,1,4,8.64,0,No
45423,31,Female,Single,Retired,Central,Savings,41404,23,27.09,49981,5,268453,53635,8.68,3,4,9.34,13,No
45424,37,Male,Married,Self-Employed,West,Premium,97434,19,85.66,25097,2,208468,53292,99.98,1,2,10.0,2,No
45425,38,Female,Single,Self-Employed,West,Savings,119548,26,76.66,114113,7,312088,70607,75.49,1,3,9.59,2,No
45426,41,Female,Married,Unemployed,East,Savings,66758,28,70.66,83404,5,294179,71190,59.38,1,2,10.0,4,No
45427,30,Female,Single,Unemployed,East,Savings,62819,6,77.16,36197,3,104824,28058,67.38,2,2,10.0,0,No
45428,40,Female,Other,Retired,North,Current,49058,7,28.12,42967,2,108754,24357,42.97,3,3,4.75,9,Yes
45429,43,Female,Married,Salaried,Central,Current,59111,24,78.94,79167,5,260382,62784,78.11,3,3,9.71,3,No
45430,31,Female,Single,Student,East,Savings,124173,13,39.6,116141,5,157421,40346,25.57,3,3,6.63,12,No
45431,39,Male,Single,Student,East,Premium,48631,1,52.33,63978,2,35528,15528,53.56,2,3,10.0,1,No
45432,39,Female,Other,Unemployed,West,Savings,88901,9,77.85,60931,4,137109,33211,73.02,1,2,10.0,0,No
45433,26,Female,Married,Business,East,Current,43605,15,39.21,48189,3,181700,40612,47.38,3,2,8.12,11,No
45434,26,Female,Single,Retired,West,Premium,109970,22,69.39,88615,7,227593,62006,80.43,2,3,10.0,2,No
45435,39,Male,Single,Business,South,Savings,84730,19,100.0,109968,5,215731,58346,88.61,0,3,10.0,2,No
45436,40,Male,Married,Salaried,South,Current,107287,28,58.99,44939,6,310651,72319,41.9,2,3,10.0,5,No
45437,22,Male,Other,Self-Employed,Central,Savings,185214,25,82.08,91534,8,279897,76953,86.75,0,2,10.0,1,No
45438,33,Male,Single,Salaried,North,Current,12718,18,25.4,26177,5,196591,45700,41.62,5,4,4.38,18,No
45439,21,Female,Other,Business,South,Savings,94114,5,95.09,66036,2,72624,30346,83.46,1,2,10.0,2,No
45440,41,Female,Single,Retired,North,Savings,79338,5,61.18,50389,3,77266,24740,56.69,1,2,10.0,5,Yes
45441,31,Female,Single,Retired,South,Savings,78315,7,56.47,68722,3,98143,24366,44.65,2,2,8.89,1,No
45442,19,Male,Single,Unemployed,East,Savings,69172,21,53.43,106493,4,232914,55852,46.61,3,2,10.0,3,No
45443,21,Male,Single,Student,South,Current,69142,11,26.71,59977,4,149538,32462,28.54,3,3,4.04,10,Yes
45444,22,Male,Other,Unemployed,South,Savings,73263,25,67.61,64305,4,289789,62285,56.29,2,2,7.83,0,No
45445,26,Female,Single,Business,East,Current,103114,16,35.31,91140,4,181360,42210,20.38,3,4,3.98,12,Yes
45446,49,Male,Married,Student,North,Savings,98299,4,33.58,63910,2,86211,21547,25.78,3,4,8.59,19,No
45447,28,Female,Single,Unemployed,Central,Savings,58984,11,47.88,54609,4,135828,36772,41.74,4,3,9.11,4,Yes
45448,48,Female,Married,Unemployed,West,Savings,53504,22,73.31,84186,7,232592,59016,64.94,1,3,10.0,0,No
45449,21,Male,Married,Student,Central,Savings,60602,2,33.74,97212,1,64604,14618,41.39,3,2,6.58,23,No
45450,51,Female,Single,Unemployed,North,Current,46736,12,45.94,41840,4,119703,34476,50.41,3,2,10.0,3,Yes
45451,27,Male,Single,Retired,West,Savings,174231,25,91.85,100316,5,284153,70747,80.07,1,3,10.0,0,No
45452,23,Female,Single,Student,North,Current,27932,8,63.3,31392,3,74895,25392,65.05,2,3,8.99,5,Yes
45453,46,Male,Married,Unemployed,East,Savings,93889,2,82.49,85176,1,40142,23530,83.32,0,4,10.0,1,No
45454,37,Male,Married,Self-Employed,Central,Current,93554,28,65.64,86449,9,308893,72171,61.48,1,3,9.22,3,No
45455,45,Female,Married,Unemployed,East,Savings,43554,9,78.41,102859,1,102558,32964,100.0,1,2,9.61,2,No
45456,27,Male,Married,Self-Employed,West,Current,71512,11,72.7,110764,3,137739,36848,60.64,1,2,10.0,1,No
45457,21,Female,Married,Self-Employed,South,Current,127742,5,74.86,96151,3,95834,28644,94.37,1,3,7.94,3,No
45458,44,Male,Single,Retired,East,Savings,49118,1,89.55,82203,1,44415,18399,77.99,0,5,10.0,3,No
45459,35,Male,Married,Salaried,South,Savings,131552,19,40.18,69577,5,231049,52059,35.91,2,2,7.42,4,No
45460,53,Male,Married,Unemployed,West,Current,117118,27,81.18,111631,6,279350,73993,92.25,0,2,9.43,2,No
45461,31,Female,Single,Self-Employed,West,Current,39108,17,70.88,44692,4,214317,49590,83.78,1,2,10.0,2,Yes
45462,33,Other,Married,Business,Central,Savings,30796,8,39.12,61451,2,101374,25280,49.94,4,3,10.0,22,Yes
45463,27,Male,Single,Student,West,Savings,66122,13,61.12,94287,1,157975,39780,73.74,1,2,9.49,0,No
45464,33,Female,Single,Self-Employed,Central,Savings,28447,27,58.48,41200,6,313030,67591,43.78,3,3,5.93,1,No
45465,18,Male,Single,Business,East,Premium,10479,29,48.84,104177,7,317812,68440,56.5,3,2,8.79,2,No
45466,34,Female,Single,Student,South,Current,44638,11,69.31,60881,3,137608,34861,72.77,1,3,8.8,1,No
45467,29,Male,Single,Unemployed,North,Current,220698,15,76.47,105464,4,168848,52288,73.74,3,2,9.01,3,No
45468,53,Male,Married,Salaried,North,Savings,45784,17,100.0,61143,6,208919,52855,100.0,1,2,10.0,5,No
45469,18,Male,Single,Business,West,Premium,75184,23,64.94,62581,5,274307,63519,70.45,2,3,10.0,4,No
45470,29,Male,Single,Business,East,Current,91125,3,42.31,81162,2,73379,19707,44.11,3,2,6.39,4,No
45471,36,Female,Single,Unemployed,East,Savings,58413,14,75.97,75744,2,167381,42546,73.97,1,4,10.0,3,No
45472,36,Female,Married,Business,East,Current,49012,26,99.12,80793,5,298050,70250,100.0,0,2,10.0,2,No
45473,38,Male,Single,Retired,North,Savings,125145,28,38.18,96284,4,321858,71598,14.56,3,2,9.2,14,No
45474,29,Female,Married,Business,South,Current,61325,17,49.78,41823,5,203056,50217,51.23,3,2,6.91,2,No
45475,42,Male,Single,Unemployed,North,Savings,56679,6,45.6,87538,1,113414,20643,53.6,3,2,8.4,1,Yes
45476,33,Male,Single,Student,South,Savings,96615,10,18.48,75250,3,155461,33692,8.22,5,3,2.81,11,Yes
45477,31,Female,Married,Self-Employed,South,Savings,32281,14,76.78,53514,5,151521,39608,74.2,1,2,10.0,3,No
45478,27,Male,Married,Student,Central,Current,28060,13,49.74,51600,2,157482,39835,42.58,4,3,10.0,4,Yes
45479,47,Male,Married,Salaried,South,Current,22585,11,63.99,68906,1,150163,34887,77.53,2,2,9.12,5,No
45480,30,Female,Single,Business,North,Savings,84187,19,82.22,74697,5,194336,55279,83.7,0,2,8.89,4,No
45481,48,Female,Other,Self-Employed,Central,Savings,54274,27,41.69,72827,6,299263,64933,44.83,2,2,7.14,3,Yes
45482,39,Female,Married,Retired,Central,Current,98303,28,52.08,92647,6,326340,71068,62.71,2,3,8.14,3,No
45483,27,Male,Married,Student,East,Savings,61731,24,50.3,53942,6,263078,61427,56.95,2,2,7.16,3,No
45484,28,Male,Married,Unemployed,West,Premium,26302,1,20.73,27113,1,13843,9836,7.92,4,2,8.88,21,No
45485,20,Male,Single,Retired,East,Current,48369,10,53.91,37173,2,124859,28561,55.45,3,2,10.0,4,Yes
45486,37,Male,Single,Retired,West,Current,102547,7,29.48,84507,3,86152,28230,32.61,3,2,7.96,19,No
45487,49,Male,Single,Unemployed,Central,Savings,51159,0,68.83,61588,1,33883,17866,60.81,2,3,9.34,2,No
45488,55,Other,Single,Self-Employed,Central,Savings,122038,25,77.76,133522,6,298609,66205,81.12,1,3,10.0,2,No
45489,26,Male,Married,Business,South,Premium,45608,11,35.69,59397,4,134438,37704,27.33,3,2,8.32,10,No
45490,43,Female,Single,Self-Employed,South,Premium,92190,3,97.77,95160,3,58934,26025,97.37,0,3,10.0,5,No
45491,29,Male,Married,Student,East,Savings,20546,18,86.49,74148,4,232722,51948,90.93,0,2,9.21,4,No
45492,31,Female,Single,Retired,West,Savings,52267,8,63.08,95487,2,126929,29750,54.44,2,4,8.89,3,No
45493,60,Female,Married,Self-Employed,South,Savings,47465,19,42.72,54681,5,221143,50500,46.95,2,2,7.57,1,No
45494,51,Female,Married,Retired,East,Current,25881,4,61.76,48592,1,56586,18238,56.85,1,2,8.06,1,No
45495,31,Male,Single,Retired,North,Premium,116675,25,100.0,110046,8,273439,69141,100.0,0,2,10.0,0,No
45496,33,Female,Married,Student,East,Savings,40780,2,72.36,61888,3,49536,21565,88.03,1,3,10.0,4,No
45497,60,Female,Single,Student,East,Current,38331,28,44.14,73912,7,282839,63973,38.0,4,2,10.0,2,Yes
45498,39,Other,Single,Student,Central,Savings,130715,10,48.4,50449,3,126397,38826,53.24,2,2,5.9,0,No
45499,37,Male,Married,Salaried,North,Savings,65964,1,38.06,40653,1,51979,11289,57.85,4,2,8.05,9,Yes
45500,33,Female,Single,Salaried,North,Savings,95595,7,32.56,90839,1,83986,24538,34.65,3,2,10.0,7,No
45501,42,Male,Single,Student,South,Current,21555,24,74.61,82363,6,269768,63491,67.61,2,2,8.61,5,No
45502,27,Female,Married,Business,Central,Current,37081,14,42.49,68136,4,153013,37018,41.99,2,3,9.92,1,No
45503,25,Male,Married,Unemployed,North,Savings,209364,28,76.56,140645,8,325714,80799,67.24,4,3,10.0,1,No
45504,53,Male,Single,Salaried,East,Current,99950,23,91.45,84743,7,266371,61058,90.74,0,2,8.19,4,No
45505,36,Female,Married,Business,West,Current,31445,27,100.0,82393,7,316822,72344,81.11,1,2,8.97,2,No
45506,36,Male,Single,Unemployed,Central,Savings,68529,18,67.49,50701,6,206350,50655,73.06,1,2,10.0,0,No
45507,29,Male,Single,Business,North,Current,32945,0,5.05,78407,2,-2013,9434,0.0,5,3,6.46,13,Yes
45508,40,Female,Single,Unemployed,South,Current,138178,1,87.43,76365,1,43556,22184,77.65,1,2,10.0,3,No
45509,31,Male,Married,Self-Employed,Central,Premium,15338,11,65.8,85644,3,131460,34040,65.24,2,2,8.8,0,No
45510,49,Male,Married,Unemployed,North,Savings,70627,10,55.72,67770,2,97509,34827,54.66,2,2,10.0,1,No
45511,29,Female,Single,Salaried,South,Savings,69994,22,66.72,62152,6,251085,61044,76.03,3,2,9.56,4,No
45512,34,Male,Married,Business,South,Current,30712,8,49.29,48354,3,118698,27848,43.66,2,2,10.0,4,No
45513,25,Other,Single,Business,North,Savings,50823,1,88.45,72900,1,22125,21094,67.64,0,3,10.0,4,No
45514,29,Female,Single,Retired,North,Savings,75006,5,64.76,72005,1,86796,23173,62.69,1,2,5.05,0,No
45515,41,Female,Married,Self-Employed,East,Savings,20601,29,76.1,31540,7,298960,73267,69.38,3,2,7.36,1,No
45516,55,Male,Married,Retired,Central,Current,27785,13,62.83,73028,3,158235,37168,72.46,1,2,7.0,2,No
45517,28,Male,Single,Unemployed,South,Premium,54553,24,77.9,90728,7,250281,63653,82.24,2,2,10.0,3,No
45518,31,Male,Single,Student,Central,Current,36321,25,63.8,66126,6,281214,63382,75.3,1,2,8.32,2,No
45519,46,Female,Single,Student,West,Premium,45348,19,50.77,51138,3,226685,50258,58.69,3,2,10.0,2,No
45520,38,Male,Single,Salaried,East,Savings,59157,13,80.41,90710,3,175725,44613,84.85,1,2,10.0,1,No
45521,26,Female,Other,Retired,East,Savings,34673,4,100.0,46736,1,70707,25731,100.0,0,2,10.0,1,No
45522,42,Male,Single,Unemployed,West,Savings,58926,10,64.5,71248,2,129909,31857,56.06,1,3,10.0,5,No
45523,32,Male,Married,Student,East,Savings,71596,7,100.0,78692,3,128239,35172,91.21,0,2,10.0,3,No
45524,31,Male,Married,Business,West,Premium,95541,20,93.67,86706,5,230315,59848,83.08,0,2,10.0,1,No
45525,45,Male,Married,Self-Employed,East,Current,28353,27,70.05,44034,7,276939,69158,87.24,3,2,10.0,4,No
45526,32,Female,Married,Self-Employed,Central,Savings,41066,4,96.29,94486,2,68175,20857,91.06,0,3,10.0,1,No
45527,27,Male,Single,Salaried,East,Savings,85231,10,49.57,81204,4,157410,36976,46.53,2,3,8.06,2,No
45528,58,Female,Married,Salaried,South,Savings,24606,19,100.0,84563,3,215112,54229,92.43,1,2,10.0,5,No
